,True_Price_Adoption_Rate,Average_Satisfaction,Average_Choice_Changes,Average_Decision_Mode_Changes,Average Degree,Variance of Degree,Average Clustering,Average Path Length,Avg_F_Satisfaction,Avg_S_Satisfaction,Avg_P_Satisfaction,Avg_F_Uncertainty,Avg_S_Uncertainty,Avg_P_Uncertainty,Adoption Rates
0,0.0,0.46355221714712586,0.05500000000000001,1.0,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.35437785197611105,0.7676904733473322,0.2346630901801759,0.9274029248320202,0.6126041666666667,0.571473916243447,0.0
1,0.0,0.4800985933050811,0.069125,1.053125,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.3647021019675138,0.7676904733473322,0.270419473968047,0.9227219411810245,0.6126041666666667,0.5754531692593592,0.0
2,0.0,0.4841739660348181,0.078,1.06725,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.3704552358039089,0.7676904733473322,0.2762875163886656,0.9197029875178506,0.6126041666666667,0.5744184814598083,0.0
3,100.0,0.38407267020210917,0.6890000000000001,1.7185,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.5046854433905715,0.511698553645876,0.18453774134247145,0.8249613544391581,0.0011666666666666665,0.48723742213459076,100.0
4,100.0,0.6414896323576764,0.8936249999999999,2.3537500000000002,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.6095993895770914,0.7676904733473322,0.5303017429645811,0.7740020050676599,0.0,0.5344631289379024,100.0
5,100.0,0.7073702307119478,0.908375,2.558125,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.6982073353890652,0.7676904733473322,0.6197160157567192,0.7215706633964537,0.0,0.518815894860297,100.0
6,100.0,0.7113618274376942,0.9248749999999999,2.572375,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.7045202135536927,0.7676904733473322,0.6244658722701552,0.7175630650078985,0.0,0.5179688968010521,100.0
7,100.0,0.715389278619805,0.92875,2.58875,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.7116741964620695,0.7676904733473322,0.6290764770292127,0.713017662444748,0.0,0.5171559278156905,100.0
8,100.0,0.7163551707940924,0.92875,2.592625,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.7133542985087338,0.7676904733473322,0.6301592705711124,0.7119635531158902,0.0,0.5169650032812496,100.0
9,100.0,0.7163551707940924,0.92875,2.592625,666.50125,63481.751248437504,0.6913580717676314,1.5843918073796122,0.7133542985087338,0.7676904733473322,0.6301592705711124,0.7119635531158902,0.0,0.5169650032812496,100.0
