,True_Price_Adoption_Rate,Average_Satisfaction,Average_Choice_Changes,Average_Decision_Mode_Changes,Average Degree,Variance of Degree,Average Clustering,Average Path Length,Avg_F_Satisfaction,Avg_S_Satisfaction,Avg_P_Satisfaction,Avg_F_Uncertainty,Avg_S_Uncertainty,Avg_P_Uncertainty,Adoption Rates
0,0.0,0.45808380776675384,0.15,1.0,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.3809997200560089,0.7638594049386583,0.22449530299162032,0.9194370902968929,0.6100000000000001,0.5553344648497088,0.0
1,0.0,0.4994306577518753,0.19,1.15,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.40927378568198186,0.7638594049386583,0.30785890366192764,0.9059616531077929,0.6100000000000001,0.5652512216152563,0.0
2,0.0,0.49785466017981217,0.22,1.19,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.4073231608007882,0.7638594049386583,0.30568221010082613,0.9064933630585569,0.6100000000000001,0.5623869471013458,0.0
3,100.0,0.39154439902564403,0.77,1.8,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.5241461191017892,0.5053320145741196,0.2250340750653039,0.832015281288762,0.015,0.48627899854179674,100.0
4,100.0,0.6347667249071732,0.96,2.4,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.6059287955329948,0.7638594049386583,0.5348948650449075,0.7925868821850028,0.0,0.5271950074665354,100.0
5,100.0,0.6899523348251664,1.05,2.59,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.6838167278620382,0.7638594049386583,0.6174877285351051,0.752138100144738,0.0,0.515715977922066,100.0
6,100.0,0.7111596009243136,1.09,2.68,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.7141669583824252,0.7638594049386583,0.6472936582906281,0.7330112255327961,0.0,0.5104604208449822,100.0
7,100.0,0.7244932941869544,1.09,2.72,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.7315099472512178,0.7638594049386583,0.6612651878635295,0.7227719842858232,0.0,0.5079968784650993,100.0
8,100.0,0.7244932941869544,1.09,2.72,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.7315099472512178,0.7638594049386583,0.6612651878635295,0.7227719842858232,0.0,0.5079968784650993,100.0
9,100.0,0.7244932941869544,1.09,2.72,50.72,269.9616,0.6725266316976195,1.5012121212121212,0.7315099472512178,0.7638594049386583,0.6612651878635295,0.7227719842858232,0.0,0.5079968784650993,100.0
