,True_Price_Adoption_Rate,Average_Satisfaction,Average_Choice_Changes,Average_Decision_Mode_Changes,Average Degree,Variance of Degree,Average Clustering,Average Path Length,Avg_F_Satisfaction,Avg_S_Satisfaction,Avg_P_Satisfaction,Avg_F_Uncertainty,Avg_S_Uncertainty,Avg_P_Uncertainty,Adoption Rates
0,0.0,0.4635698575571657,0.05500000000000001,1.0,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.35455776237803543,0.7676904733473322,0.23461297890615235,0.9272829743090287,0.6126041666666667,0.5714367007880157,0.0
1,0.0,0.479611435848303,0.0735,1.0524999999999998,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.3640275865521517,0.7676904733473322,0.26961257150882467,0.9230464587443489,0.6126041666666667,0.575549395682838,0.0
2,0.0,0.48500731311744494,0.0815,1.0710000000000002,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.37205321203349373,0.7676904733473322,0.27732050598103275,0.9188523668615058,0.6126041666666667,0.5741488410473129,0.0
3,100.0,0.3844277702282996,0.6998749999999999,1.7208750000000002,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.5041079048142899,0.5114817922978514,0.18580223080271369,0.8251029033266626,0.001125,0.48782209204136295,100.0
4,100.0,0.6447781063491732,0.91375,2.36325,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.6138791080606196,0.7676904733473322,0.5329539711177083,0.7716880308159497,0.0,0.5338344919705824,100.0
5,100.0,0.7125595954844685,0.9345000000000001,2.575875,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.708039534576505,0.7676904733473322,0.6192747295301387,0.7154921279826302,0.0,0.5181515836163514,100.0
6,100.0,0.7184322408962484,0.93675,2.596,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.7172527404614474,0.7676904733473322,0.6244430250786103,0.7099024182185927,0.0,0.516312350432195,100.0
7,100.0,0.7193680350817007,0.938,2.598125,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.7185130706086911,0.7676904733473322,0.6243747525871921,0.7092290385768409,0.0,0.5159380894151553,100.0
8,100.0,0.7196590622215849,0.9385,2.598875,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.7188428525907474,0.7676904733473322,0.6242502858680938,0.7090826694563073,0.0,0.5158169623331459,100.0
9,100.0,0.7198757424139947,0.938625,2.599125,801.73,83957.1696,0.6792669092015587,1.4990447154471545,0.7190642408923738,0.7676904733473322,0.6240093897358879,0.7089978996986994,0.0,0.5157163647709687,100.0
