,True_Price_Adoption_Rate,Average_Satisfaction,Average_Choice_Changes,Average_Decision_Mode_Changes,Average Degree,Variance of Degree,Average Clustering,Average Path Length,Avg_F_Satisfaction,Avg_S_Satisfaction,Avg_P_Satisfaction,Avg_F_Uncertainty,Avg_S_Uncertainty,Avg_P_Uncertainty,Adoption Rates
0,0.0,0.4500686595267371,0.14,1.0,51.44,299.94640000000004,0.6682146606783316,,0.37524258719442954,0.7547306956469058,0.22511079631502443,0.9220116942069637,0.6100000000000001,0.5559627593683447,0.0
1,0.0,0.4898395119397953,0.14,1.13,51.44,299.94640000000004,0.6682146606783316,,0.4015660279392088,0.7547306956469058,0.30629770342423024,0.9090679669686277,0.6100000000000001,0.5630152416199816,0.0
2,0.0,0.4898395119397953,0.14,1.13,51.44,299.94640000000004,0.6682146606783316,,0.4015660279392088,0.7547306956469058,0.30629770342423024,0.9090679669686277,0.6100000000000001,0.5630152416199816,0.0
3,100.0,0.38879993338714397,0.64,1.71,51.44,299.94640000000004,0.6682146606783316,,0.5055006655799072,0.49469518785225847,0.23365310062303624,0.8384122788161085,0.021666666666666664,0.4910898442941759,100.0
4,100.0,0.611647887718441,0.9,2.26,51.44,299.94640000000004,0.6682146606783316,,0.5731500773219032,0.7547306956469058,0.5201897380241314,0.8067373976263881,0.008333333333333333,0.5293857867017914,100.0
5,100.0,0.6916614926915498,0.93,2.52,51.44,299.94640000000004,0.6682146606783316,,0.6825077869492003,0.7547306956469058,0.6331929612541508,0.7441256184862819,0.008333333333333333,0.510934036699999,100.0
6,100.0,0.7030282468058111,0.93,2.55,51.44,299.94640000000004,0.6682146606783316,,0.6955150286007946,0.7547306956469058,0.6443701849124719,0.7363503517563443,0.008333333333333333,0.5089632027960928,100.0
7,100.0,0.7030282468058111,0.93,2.55,51.44,299.94640000000004,0.6682146606783316,,0.6955150286007946,0.7547306956469058,0.6443701849124719,0.7363503517563443,0.008333333333333333,0.5089632027960928,100.0
8,100.0,0.7030282468058111,0.93,2.55,51.44,299.94640000000004,0.6682146606783316,,0.6955150286007946,0.7547306956469058,0.6443701849124719,0.7363503517563443,0.008333333333333333,0.5089632027960928,100.0
9,100.0,0.7030282468058111,0.93,2.55,51.44,299.94640000000004,0.6682146606783316,,0.6955150286007946,0.7547306956469058,0.6443701849124719,0.7363503517563443,0.008333333333333333,0.5089632027960928,100.0
