,True_Price_Adoption_Rate,Average_Satisfaction,Average_Choice_Changes,Average_Decision_Mode_Changes,Average Degree,Variance of Degree,Average Clustering,Average Path Length,Avg_F_Satisfaction,Avg_S_Satisfaction,Avg_P_Satisfaction,Avg_F_Uncertainty,Avg_S_Uncertainty,Avg_P_Uncertainty,Adoption Rates
0,0.0,0.45678837318271986,0.12,1.0,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.37524258719442954,0.7638594049386583,0.22572628963842856,0.9216593487061878,0.6100000000000001,0.5565910538869806,0.0
1,0.0,0.49249850024809555,0.15,1.12,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.39413052381622504,0.7638594049386583,0.3013163895987199,0.9136133622014168,0.6100000000000001,0.5657356310271834,0.0
2,0.0,0.4965592255957781,0.16,1.15,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.4015660279392088,0.7638594049386583,0.3069131967476344,0.9087156214678518,0.6100000000000001,0.5636435361386175,0.0
3,100.0,0.39185374442848664,0.72,1.75,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.5088723835997618,0.5059308106647243,0.232422113976228,0.8360007740395807,0.018333333333333333,0.48983325525690413,100.0
4,100.0,0.642895188596044,0.91,2.37,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.603344790261767,0.7638594049386583,0.5587262835124918,0.792858932700286,0.0,0.5271698792983643,100.0
5,100.0,0.7029457412172188,0.92,2.56,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.6857239873885317,0.7638594049386583,0.6406925903401799,0.7449048826228499,0.0,0.5127170973363842,100.0
6,100.0,0.7053258198890313,0.94,2.57,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.6900597346057298,0.7638594049386583,0.6434868962547601,0.7414956339681024,0.0,0.5122243888604076,100.0
7,100.0,0.7116686671990006,0.94,2.59,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.6987312290401261,0.7638594049386583,0.6490755080839208,0.7356224107963194,0.0,0.5112389719084544,100.0
8,100.0,0.7116686671990006,0.94,2.59,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.6987312290401261,0.7638594049386583,0.6490755080839208,0.7356224107963194,0.0,0.5112389719084544,100.0
9,100.0,0.7116686671990006,0.94,2.59,50.34,506.8444,0.7382173670255082,1.5226262626262625,0.6987312290401261,0.7638594049386583,0.6490755080839208,0.7356224107963194,0.0,0.5112389719084544,100.0
