,S1,S1_conf,ST,ST_conf
TP_percentage,0.3089188588926827,0.12748096013989427,0.6425481651192947,0.13845942327422847
satisfaction_threshold,0.05683684337736895,0.07038281583677462,0.1864335765063038,0.07552988378629796
uncertainty_threshold,0.23051104273796177,0.1270516469853987,0.5117151214428864,0.12244502793909612
min_increase_percentage,0.0011474378615086048,0.0020108446991634874,0.00017364359273094174,0.00010374835359577908
max_increase_percentage,-6.896651932720315e-05,0.0017197954389070265,8.6253042022989e-05,9.212291147411118e-05
