,S1,S1_conf,ST,ST_conf
TP_percentage,0.10428364184938767,0.11161239285014041,0.37239868603596027,0.10325897754785528
satisfaction_threshold,0.061695368016314096,0.08227770580903354,0.2804607864531585,0.07646467467777242
uncertainty_threshold,0.4411845494565631,0.13563921111361132,0.664389527967311,0.11333179782957675
min_increase_percentage,-0.0022797113812308457,0.010400192621104695,0.014284253387349689,0.01843987484209162
max_increase_percentage,0.010021289784687422,0.021405496656112404,0.010115457081102971,0.019088054298854927
