,S1,S1_conf,ST,ST_conf
TP_percentage,-0.01960874257314775,0.04156717293873734,0.08595998514482094,0.04375172937317189
satisfaction_threshold,0.2622507452922009,0.1511626386598638,0.7098220523236868,0.14502872617790416
uncertainty_threshold,0.13024241590859909,0.1259176541355828,0.5676250690537501,0.14230845529443745
min_increase_percentage,-0.005428684595302464,0.012678873628699962,0.012308397862058014,0.023181680705227452
max_increase_percentage,0.0014913466661648958,0.0028465685351143186,0.0002420794347058303,0.00012164168967857115
