,S1,S1_conf,ST,ST_conf
TP_percentage,0.1486066291754845,0.10334222664664519,0.34511681151196993,0.10338591740868451
satisfaction_threshold,0.14505434319838753,0.11216756364228049,0.4371119074201711,0.12602015477372022
uncertainty_threshold,0.37755542944764897,0.13525455781878729,0.7519282018188531,0.17297378872817853
min_increase_percentage,-0.005353902110419247,0.011340024201611768,0.003397422432361851,0.0014292305265690933
max_increase_percentage,-0.0006315177490610481,0.0038382109989496646,0.001063478977170202,0.0008805365323724491
